ad_viz_tile_data
Date, AQI Value,Main Pollutant,Site Name,Site ID,Source
12/12/2002,134,PM2.5,,26-163-0016,AQS
12/13/2002,101,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/14/2002,67,PM2.5,,26-163-0016,AQS
12/15/2002,86,PM2.5,,26-163-0016,AQS
12/16/2002,48,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/17/2002,42,PM2.5,,26-163-0016,AQS
12/18/2002,56,PM2.5,,26-163-0016,AQS
12/19/2002,88,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/20/2002,45,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/21/2002,44,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/22/2002,66,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/23/2002,44,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/24/2002,30,PM2.5,,26-163-0016,AQS
12/25/2002,24,PM2.5,Allen Park,26-163-0001,AQS
12/26/2002,52,PM2.5,Allen Park,26-163-0001,AQS
12/27/2002,82,PM2.5,,26-163-0016,AQS
12/28/2002,115,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/29/2002,100,PM2.5,Allen Park,26-163-0001,AQS
12/30/2002,81,PM2.5,,26-163-0016,AQS
12/31/2002,71,PM2.5,Allen Park,26-163-0001,AQS
01/01/2003,28,PM2.5,Allen Park,26-163-0001,AQS
01/02/2003,39,PM2.5,,26-163-0016,AQS
01/03/2003,54,PM2.5,Southwestern H.S.,26-163-0015,AQS
01/04/2003,51,PM2.5,Allen Park,26-163-0001,AQS
01/05/2003,69,PM2.5,,26-163-0016,AQS
01/06/2003,47,PM2.5,Allen Park,26-163-0001,AQS
01/07/2003,51,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/08/2003,46,PM2.5,Allen Park,26-163-0001,AQS
01/09/2003,32,PM2.5,Allen Park,26-163-0001,AQS
01/10/2003,28,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/11/2003,39,PM2.5,Allen Park,26-163-0001,AQS
01/12/2003,62,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/13/2003,59,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/14/2003,31,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/15/2003,54,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
01/16/2003,79,PM2.5,Allen Park,26-163-0001,AQS
01/17/2003,46,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/18/2003,89,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/19/2003,63,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/20/2003,44,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/21/2003,56,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/22/2003,48,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/23/2003,52,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/24/2003,56,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/25/2003,64,PM2.5,,26-163-0016,AQS
01/26/2003,38,PM2.5,Allen Park,26-163-0001,AQS
01/27/2003,65,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/28/2003,48,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/29/2003,65,PM2.5,Allen Park,26-163-0001,AQS
01/30/2003,88,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
01/31/2003,95,PM2.5,,26-163-0016,AQS
02/01/2003,86,PM2.5,,26-163-0016,AQS
02/02/2003,86,PM2.5,Oak Park,26-125-0001,AQS
02/03/2003,70,PM2.5,,26-163-0016,AQS
02/04/2003,23,NO2,,26-163-0016,AQS
02/05/2003,53,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/06/2003,73,PM2.5,,26-163-0016,AQS
02/07/2003,55,PM2.5,Allen Park,26-163-0001,AQS
02/08/2003,99,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/09/2003,47,PM2.5,,26-163-0016,AQS
02/10/2003,54,PM2.5,,26-163-0016,AQS
02/11/2003,68,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/12/2003,32,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/13/2003,47,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/14/2003,95,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/15/2003,45,PM2.5,Allen Park,26-163-0001,AQS
02/16/2003,48,PM2.5,,26-163-0016,AQS
02/17/2003,62,PM2.5,Oak Park,26-125-0001,AQS
02/18/2003,84,PM2.5,,26-163-0016,AQS
02/19/2003,67,PM2.5,,26-163-0016,AQS
02/20/2003,91,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
02/21/2003,121,PM2.5,,26-163-0016,AQS
02/22/2003,83,PM2.5,,26-163-0016,AQS
02/23/2003,69,NO2,,26-163-0016,AQS
02/24/2003,64,PM2.5,Allen Park,26-163-0001,AQS
02/25/2003,73,NO2,,26-163-0016,AQS
02/26/2003,102,NO2,,26-163-0016,AQS
02/27/2003,108,PM2.5,,26-163-0016,AQS
02/28/2003,149,PM2.5,Allen Park,26-163-0001,AQS
03/01/2003,159,PM2.5,Port Huron,26-147-0005,AQS
03/02/2003,80,PM2.5,Allen Park,26-163-0001,AQS
03/03/2003,69,NO2,,26-163-0016,AQS
03/04/2003,111,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
03/05/2003,55,PM2.5,Allen Park,26-163-0001,AQS
03/06/2003,87,NO2,,26-163-0016,AQS
03/07/2003,97,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
03/08/2003,93,PM2.5,,26-163-0016,AQS
03/09/2003,29,PM2.5,Allen Park,26-163-0001,AQS
03/10/2003,56,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
03/11/2003,71,PM2.5,,26-163-0016,AQS
03/12/2003,82,PM2.5,,26-163-0016,AQS
03/13/2003,54,PM2.5,Allen Park,26-163-0001,AQS
03/14/2003,75,PM2.5,Allen Park,26-163-0001,AQS
03/15/2003,137,PM2.5,,26-163-0016,AQS
03/16/2003,153,PM2.5,Port Huron,26-147-0005,AQS
03/17/2003,138,PM2.5,,26-163-0016,AQS
03/18/2003,138,PM2.5,Allen Park,26-163-0001,AQS
03/19/2003,99,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
03/20/2003,79,PM2.5,,26-163-0016,AQS
03/21/2003,81,PM2.5,,26-163-0016,AQS
03/22/2003,65,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
03/23/2003,63,PM2.5,Allen Park,26-163-0001,AQS
03/24/2003,89,PM2.5,,26-163-0016,AQS
03/25/2003,51,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
03/26/2003,44,PM2.5,Allen Park,26-163-0001,AQS
03/27/2003,72,PM2.5,,26-163-0016,AQS
03/28/2003,74,PM2.5,Port Huron,26-147-0005,AQS
03/29/2003,25,PM2.5,,26-163-0016,AQS
03/30/2003,35,NO2,,26-163-0016,AQS
03/31/2003,54,PM2.5,Oak Park,26-125-0001,AQS
04/01/2003,70,PM2.5,,26-163-0016,AQS
04/02/2003,142,PM2.5,,26-163-0016,AQS
04/03/2003,107,PM2.5,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
04/04/2003,30,PM2.5,,26-163-0016,AQS
04/05/2003,37,Ozone,New Haven,26-099-0009,AQS
04/06/2003,50,PM2.5,Oak Park,26-125-0001,AQS
04/07/2003,40,PM2.5,,26-163-0016,AQS
04/08/2003,59,PM2.5,,26-163-0016,AQS
04/09/2003,74,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
04/10/2003,68,PM2.5,Allen Park,26-163-0001,AQS
04/11/2003,79,PM2.5,Allen Park,26-163-0001,AQS
04/12/2003,41,Ozone,,26-163-0016,AQS
04/13/2003,44,Ozone,New Haven,26-099-0009,AQS
04/14/2003,70,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
04/15/2003,133,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
04/16/2003,59,PM2.5,Allen Park,26-163-0001,AQS
04/17/2003,43,PM2.5,Allen Park,26-163-0001,AQS
04/18/2003,98,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
04/19/2003,66,PM2.5,Allen Park,26-163-0001,AQS
04/20/2003,70,PM2.5,,26-163-0016,AQS
04/21/2003,86,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
04/22/2003,39,NO2,,26-163-0016,AQS
04/23/2003,51,NO2,East 7 Mile,26-163-0019,AQS
04/24/2003,66,PM2.5,Oak Park,26-125-0001,AQS
04/25/2003,54,Ozone,New Haven,26-099-0009,AQS
04/26/2003,48,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
04/27/2003,64,PM2.5,Port Huron,26-147-0005,AQS
04/28/2003,119,Ozone,East 7 Mile,26-163-0019,AQS
04/29/2003,34,Ozone,New Haven,26-099-0009,AQS
04/30/2003,63,PM2.5,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
05/01/2003,72,PM2.5,,26-163-0016,AQS
05/02/2003,40,PM2.5,Allen Park,26-163-0001,AQS
05/03/2003,52,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
05/04/2003,64,PM2.5,Port Huron,26-147-0005,AQS
05/05/2003,44,NO2,East 7 Mile,26-163-0019,AQS
05/06/2003,48,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/07/2003,68,PM2.5,Allen Park,26-163-0001,AQS
05/08/2003,80,PM2.5,Allen Park,26-163-0001,AQS
05/09/2003,51,Ozone,New Haven,26-099-0009,AQS
05/10/2003,53,PM2.5,,26-163-0016,AQS
05/11/2003,61,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/12/2003,36,Ozone,New Haven,26-099-0009,AQS
05/13/2003,54,Ozone,East 7 Mile,26-163-0019,AQS
05/14/2003,53,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/15/2003,70,PM2.5,Port Huron,26-147-0005,AQS
05/16/2003,77,PM2.5,,26-163-0016,AQS
05/17/2003,56,PM2.5,Allen Park,26-163-0001,AQS
05/18/2003,62,PM2.5,Port Huron,26-147-0005,AQS
05/19/2003,54,Ozone,New Haven,26-099-0009,AQS
05/20/2003,39,PM2.5,Allen Park,26-163-0001,AQS
05/21/2003,35,Ozone,New Haven,26-099-0009,AQS
05/22/2003,53,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/23/2003,57,PM2.5,,26-163-0016,AQS
05/24/2003,66,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/25/2003,90,PM2.5,Allen Park,26-163-0001,AQS
05/26/2003,90,PM2.5,Allen Park,26-163-0001,AQS
05/27/2003,64,PM2.5,Southwestern H.S.,26-163-0015,AQS
05/28/2003,78,PM2.5,,26-163-0016,AQS
05/29/2003,70,PM2.5,,26-163-0016,AQS
05/30/2003,85,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
05/31/2003,36,Ozone,East 7 Mile,26-163-0019,AQS
06/01/2003,44,NO2,East 7 Mile,26-163-0019,AQS
06/02/2003,60,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/03/2003,48,PM2.5,,26-163-0016,AQS
06/04/2003,62,PM2.5,Allen Park,26-163-0001,AQS
06/05/2003,61,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/06/2003,61,PM2.5,,26-163-0016,AQS
06/07/2003,97,Ozone,New Haven,26-099-0009,AQS
06/08/2003,107,PM2.5,Port Huron,26-147-0005,AQS
06/09/2003,48,Ozone,East 7 Mile,26-163-0019,AQS
06/10/2003,73,PM2.5,,26-163-0016,AQS
06/11/2003,77,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/12/2003,55,PM2.5,Allen Park,26-163-0001,AQS
06/13/2003,57,PM2.5,,26-163-0016,AQS
06/14/2003,88,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/15/2003,53,PM2.5,Allen Park,26-163-0001,AQS
06/16/2003,54,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
06/17/2003,83,PM2.5,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
06/18/2003,140,Ozone,New Haven,26-099-0009,AQS
06/19/2003,35,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
06/20/2003,37,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/21/2003,49,PM2.5,Allen Park,26-163-0001,AQS
06/22/2003,126,Ozone,,26-163-0016,AQS
06/23/2003,195,Ozone,East 7 Mile,26-163-0019,AQS
06/24/2003,205,Ozone,New Haven,26-099-0009,AQS
06/25/2003,219,Ozone,Port Huron,26-147-0005,AQS
06/26/2003,107,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
06/27/2003,58,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
06/28/2003,71,Ozone,,26-163-0016,AQS
06/29/2003,60,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
06/30/2003,64,Ozone,New Haven,26-099-0009,AQS
07/01/2003,90,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/02/2003,200,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/03/2003,210,Ozone,New Haven,26-099-0009,AQS
07/04/2003,81,PM2.5,,26-163-0016,AQS
07/05/2003,61,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/06/2003,108,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/07/2003,64,Ozone,New Haven,26-099-0009,AQS
07/08/2003,63,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/09/2003,51,PM2.5,Allen Park,26-163-0001,AQS
07/10/2003,52,PM2.5,,26-163-0016,AQS
07/11/2003,47,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/12/2003,39,Ozone,East 7 Mile,26-163-0019,AQS
07/13/2003,90,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/14/2003,101,Ozone,New Haven,26-099-0009,AQS
07/15/2003,78,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/16/2003,52,NO2,East 7 Mile,26-163-0019,AQS
07/17/2003,122,Ozone,East 7 Mile,26-163-0019,AQS
07/18/2003,40,Ozone,Allen Park,26-163-0001,AQS
07/19/2003,80,Ozone,East 7 Mile,26-163-0019,AQS
07/20/2003,100,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/21/2003,50,PM2.5,,26-163-0016,AQS
07/22/2003,35,PM2.5,Allen Park,26-163-0001,AQS
07/23/2003,30,PM2.5,Allen Park,26-163-0001,AQS
07/24/2003,56,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/25/2003,129,Ozone,Port Huron,26-147-0005,AQS
07/26/2003,122,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/27/2003,74,PM2.5,Allen Park,26-163-0001,AQS
07/28/2003,45,Ozone,Oak Park,26-125-0001,AQS
07/29/2003,96,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/30/2003,108,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
07/31/2003,161,Ozone,Oak Park,26-125-0001,AQS
08/01/2003,127,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
08/02/2003,108,Ozone,New Haven,26-099-0009,AQS
08/03/2003,58,PM2.5,,26-163-0016,AQS
08/04/2003,64,Ozone,Port Huron,26-147-0005,AQS
08/05/2003,80,Ozone,Oak Park,26-125-0001,AQS
08/06/2003,49,PM2.5,,26-163-0016,AQS
08/07/2003,71,Ozone,East 7 Mile,26-163-0019,AQS
08/08/2003,55,PM2.5,Allen Park,26-163-0001,AQS
08/09/2003,40,Ozone,Allen Park,26-163-0001,AQS
08/10/2003,38,PM2.5,Allen Park,26-163-0001,AQS
08/11/2003,57,PM2.5,Allen Park,26-163-0001,AQS
08/12/2003,61,PM2.5,Allen Park,26-163-0001,AQS
08/13/2003,87,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
08/14/2003,13,CO,Allen Park,26-163-0001,AQS
08/15/2003,3,CO,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
08/16/2003,87,PM2.5,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
08/17/2003,34,Ozone,Oak Park,26-125-0001,AQS
08/18/2003,45,PM2.5,,26-163-0016,AQS
08/19/2003,100,Ozone,Port Huron,26-147-0005,AQS
08/20/2003,161,Ozone,Oak Park,26-125-0001,AQS
08/21/2003,133,Ozone,New Haven,26-099-0009,AQS
08/22/2003,61,PM2.5,Allen Park,26-163-0001,AQS
08/23/2003,36,Ozone,Allen Park,26-163-0001,AQS
08/24/2003,44,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
08/25/2003,133,Ozone,Oak Park,26-125-0001,AQS
08/26/2003,105,Ozone,Oak Park,26-125-0001,AQS
08/27/2003,74,Ozone,Oak Park,26-125-0001,AQS
08/28/2003,72,PM2.5,Allen Park,26-163-0001,AQS
08/29/2003,78,PM2.5,Allen Park,26-163-0001,AQS
08/30/2003,38,Ozone,Oak Park,26-125-0001,AQS
08/31/2003,44,PM2.5,Port Huron,26-147-0005,AQS
09/01/2003,35,PM2.5,Allen Park,26-163-0001,AQS
09/02/2003,45,Ozone,Oak Park,26-125-0001,AQS
09/03/2003,71,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
09/04/2003,35,NO2,East 7 Mile,26-163-0019,AQS
09/05/2003,47,NO2,,26-163-0016,AQS
09/06/2003,90,Ozone,Port Huron,26-147-0005,AQS
09/07/2003,112,Ozone,Oak Park,26-125-0001,AQS
09/08/2003,71,PM2.5,Allen Park,26-163-0001,AQS
09/09/2003,52,PM2.5,Port Huron,26-147-0005,AQS
09/10/2003,86,PM2.5,Allen Park,26-163-0001,AQS
09/11/2003,80,Ozone,Port Huron,26-147-0005,AQS
09/12/2003,93,Ozone,East 7 Mile,26-163-0019,AQS
09/13/2003,63,PM2.5,Allen Park,26-163-0001,AQS
09/14/2003,81,PM2.5,Allen Park,26-163-0001,AQS
09/15/2003,45,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
09/16/2003,49,Ozone,Port Huron,26-147-0005,AQS
09/17/2003,88,PM2.5,,26-163-0016,AQS
09/18/2003,67,PM2.5,Port Huron,26-147-0005,AQS
09/19/2003,45,PM2.5,Allen Park,26-163-0001,AQS
09/20/2003,43,PM2.5,Allen Park,26-163-0001,AQS
09/21/2003,61,PM2.5,Allen Park,26-163-0001,AQS
09/22/2003,69,PM2.5,,26-163-0016,AQS
09/23/2003,36,NO2,East 7 Mile,26-163-0019,AQS
09/24/2003,65,PM2.5,Southwestern H.S.,26-163-0015,AQS
09/25/2003,120,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
09/26/2003,59,PM2.5,,26-163-0016,AQS
09/27/2003,38,PM2.5,92 FEET FROM WHE STREET,26-163-0036,AQS
09/28/2003,28,NO2,East 7 Mile,26-163-0019,AQS
09/29/2003,30,NO2,,26-163-0016,AQS
09/30/2003,56,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/01/2003,36,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/02/2003,31,NO2,East 7 Mile,26-163-0019,AQS
10/03/2003,84,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/04/2003,31,NO2,East 7 Mile,26-163-0019,AQS
10/05/2003,36,PM2.5,,26-163-0016,AQS
10/06/2003,57,PM2.5,Southwestern H.S.,26-163-0015,AQS
10/07/2003,57,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/08/2003,72,PM2.5,,26-163-0016,AQS
10/09/2003,98,PM2.5,Southwestern H.S.,26-163-0015,AQS
10/10/2003,108,PM2.5,,26-163-0016,AQS
10/11/2003,95,PM2.5,,26-163-0016,AQS
10/12/2003,51,PM2.5,Southwestern H.S.,26-163-0015,AQS
10/13/2003,56,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/14/2003,67,PM2.5,Allen Park,26-163-0001,AQS
10/15/2003,34,NO2,East 7 Mile,26-163-0019,AQS
10/16/2003,37,PM2.5,Allen Park,26-163-0001,AQS
10/17/2003,48,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/18/2003,56,PM2.5,Southwestern H.S.,26-163-0015,AQS
10/19/2003,55,PM2.5,Allen Park,26-163-0001,AQS
10/20/2003,71,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/21/2003,47,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/22/2003,20,NO2,,26-163-0016,AQS
10/23/2003,32,NO2,,26-163-0016,AQS
10/24/2003,62,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/25/2003,61,PM2.5,Allen Park,26-163-0001,AQS
10/26/2003,58,PM2.5,Allen Park,26-163-0001,AQS
10/27/2003,50,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/28/2003,54,PM2.5,Allen Park,26-163-0001,AQS
10/29/2003,53,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/30/2003,59,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/31/2003,62,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/01/2003,64,PM2.5,Allen Park,26-163-0001,AQS
11/02/2003,92,PM2.5,Allen Park,26-163-0001,AQS
11/03/2003,29,PM2.5,Allen Park,26-163-0001,AQS
11/04/2003,67,PM2.5,,26-163-0016,AQS
11/05/2003,63,PM2.5,Southwestern H.S.,26-163-0015,AQS
11/06/2003,65,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/07/2003,51,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/08/2003,44,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/09/2003,77,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/10/2003,80,PM2.5,Allen Park,26-163-0001,AQS
11/11/2003,90,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/12/2003,58,PM2.5,,26-163-0016,AQS
11/13/2003,19,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/14/2003,60,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/15/2003,56,PM2.5,,26-163-0016,AQS
11/16/2003,81,PM2.5,Allen Park,26-163-0001,AQS
11/17/2003,79,PM2.5,Port Huron,26-147-0005,AQS
11/18/2003,66,PM2.5,,26-163-0016,AQS
11/19/2003,31,NO2,,26-163-0016,AQS
11/20/2003,74,PM2.5,Southwestern H.S.,26-163-0015,AQS
11/21/2003,45,PM2.5,Allen Park,26-163-0001,AQS
11/22/2003,66,PM2.5,Allen Park,26-163-0001,AQS
11/23/2003,70,PM2.5,Port Huron,26-147-0005,AQS
11/24/2003,51,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/25/2003,49,PM2.5,,26-163-0016,AQS
11/26/2003,86,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/27/2003,76,PM2.5,Allen Park,26-163-0001,AQS
11/28/2003,62,PM2.5,Allen Park,26-163-0001,AQS
11/29/2003,56,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/30/2003,50,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/01/2003,20,PM10,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/02/2003,38,NO2,,26-163-0016,AQS
12/03/2003,70,PM2.5,,26-163-0016,AQS
12/04/2003,58,PM2.5,,26-163-0016,AQS
12/05/2003,72,PM2.5,Port Huron,26-147-0005,AQS
12/06/2003,58,PM2.5,Allen Park,26-163-0001,AQS
12/07/2003,52,PM2.5,,26-163-0016,AQS
12/08/2003,98,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/09/2003,95,PM2.5,,26-163-0016,AQS
12/10/2003,83,PM2.5,,26-163-0016,AQS
12/11/2003,76,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/12/2003,39,PM2.5,Allen Park,26-163-0001,AQS
12/13/2003,43,PM2.5,Allen Park,26-163-0001,AQS
12/14/2003,70,PM2.5,Allen Park,26-163-0001,AQS
12/15/2003,74,PM2.5,Allen Park,26-163-0001,AQS
12/16/2003,63,PM2.5,,26-163-0016,AQS
12/17/2003,67,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
